SMILES
COc1cc(C(=O)c2ccc3cccnc3c2)cc(OC)c1OC
CCCCCC(=O)N1CC(=C(C)CF)C1=O
Clc1ccccc1-c1ncnc2ccc(Br)cc12
CC(C)=CCCC(C)=CCCC(C)=CCCC1CCc2cc(O)ccc2C1
CC(NC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1)c1ccc(Cl)cc1
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1CCC(O)C(O)CC3
Cc1ccc(C(C)(C)C)c(OCC(=O)NCCc2nc3ccccc3[nH]2)c1
CN1CCCC(OC(=O)c2cc(F)c(F)c(F)c2F)C1
CN(C)S(=O)(=O)NCC#CCOc1ccccc1C(N)=O
c1ccc(CN2CCN=C2Cc2cccnc2)cc1
O=C(c1ccc2c(c1)OCO2)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1
Cc1cccc(C(=O)NC(=S)Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1
CCOc1cc(C)ccc1S(N)(=O)=O
CCCC1CC(NC(C)=O)CC(C2CCCCC2)O1
CC(=C(OCCOc1ccc(Cl)cc1)c1ccc(F)cc1F)n1cncn1
COc1cccc(-c2cccc3c2NC(=O)C3(C)Cc2ccccc2F)c1
O=C(C=C(O)C=Cc1ccc(O)cc1)c1ccc(O)cc1
COc1cc(CNc2ccc(Cl)cc2)ccc1OCC(=O)O
O=c1[nH]c(Nc2cc(F)cc(F)c2)nc2cc([N+](=O)[O-])ccc12
OC1(c2ccccc2)CC(c2ccccc2)c2ccccc2O1
CCCNc1nc2ccccc2n2cncc12
CC(CC1COC(N)=N1)Oc1ccc(F)c(Cl)c1
O=C(C=Cc1ccc(Cl)c(Cl)c1)NC1CCC(CN2CCC(c3c[nH]c4ccccc34)C(O)C2)CC1
COc1ccc(C(=O)C(C)N)cc1OC
C[N+](C)(CCCCC(N)C(=O)NCCCCCNC(=O)C(CC(N)=O)NC(=O)Cc1c[nH]c2cccc(O)c12)CCCNC(=O)C(N)CCCNC(=N)N
CCOC(=O)CC(NC(=O)Cn1nnc(-c2ccccc2F)n1)c1ccccc1Cl
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CCC1
CC(C)Cc1ncc(-c2nc(C3CN4CCCC4CO3)no2)s1
COCCN(Cc1cnn(C)c1)C(=O)C1CCCN(C2CCOCC2)C1
Cn1c(=O)n(C)c2cc(NC(=O)COc3ccc(F)cc3)ccc12
CCCc1nnc(NC(=O)CN2CC=C(n3c(=O)[nH]c4ccccc34)CC2)s1
CCOCc1cc(CN2CCN(c3ccccc3OC)CC2)c(O)c2ncccc12
CCCCOC12C3C(OC(=O)c4ccccc4)C(O)(CC3C34C(OC)CC(O)C5(COC)CN(CC)C3C1C(OC)C45)C(OC)C2O
Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)NC3CCCCCC3)CC2)c(C)c1
CCOC(=O)C1c2cccn2S(=O)(=O)c2ccccc2N1C(=O)c1cccc2ccccc12
COc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2cc(C)cc(C)c2)cc1
Cn1c2c(c3ccccc13)C(CNC(=O)C1CCC1)CC2
CCCCN(CCCC)c1cc(OC)c(Nc2nccc(-c3cn(C)c4ccccc34)n2)cc1N
NC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1
CN(C)C1(C(=O)Nc2ccc(OC(F)F)cc2)CCN(c2ncnc3[nH]c4c(c23)CCCC4)CC1
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)C3CC3C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCCN(C)C)n(C)c4)n(C)c3)cn2C)cn1C
CC(O)(CCOP(=O)(O)OP(=O)(O)O)C(F)(F)C(=O)O
Nn1c(-c2ccc(Cl)cc2)nnc1-c1ccc(Cl)cc1
COc1ccc2sc(N(Cc3cccnc3)C(=O)c3ccc(F)cc3)nc2c1
Cn1nc(C2=C(c3cn(CCCn4ccnc4)c4cc(Br)ccc34)C(=O)NC2=O)c2cccnc12
O=C(O)C=Cc1cccc(C(F)(F)F)c1
CC(C)CCN(CC(=O)NO)C(=O)N1CCCC1C(=O)Nc1nccs1
Cc1ccc(N2C(=O)OC(=Cc3ccc(O)c(Br)c3)C2=O)cn1
COc1ccc(C2C(C(O)c3ccc(C)s3)C(=O)N2c2cc(OC)c(OC)c(OC)c2)cc1
Cc1cccc(C)c1-n1nnnc1S(=O)(=O)Cc1ccccc1Cl
COc1ccc(CC2=NC(C(=O)OCc3ccccc3)CO2)cc1
CNc1nccc2c1nnn2Cc1ccccc1
COc1cc(OCC2CO2)c2c(c1)OC1COc3cc(OC)c(OC)cc3C1(O)C2=O
O=S(=O)(Nc1ccc(O)cc1)c1ccc(O)cc1
CCOC1OC(C)Cc2c(C)c(O)cc(OC)c21
CN(C(=O)Cn1c(=O)oc2cccc(-c3ccccc3)c12)c1ccccc1
Cc1ccc(C(C)C)c(OCC(=O)Nc2cccc(-c3nc4ncccc4o3)c2)c1
